GenBank ID,UniProt ID
DAA07025.1,Q12260
DAA11636.1,P25044
DAA07061.1,P34224
DAA06940.1,P39724
DAA09727.1,Q06412
DAA10456.1,P06781
DAA07753.1,P40060
DAA10652.1,Q08271
DAA07016.1,P38162
DAA08639.2,P06244
DAA10186.1,Q03264
DAA10061.1,P32567
DAA07983.1,P53012
DAA10088.1,P35187
DAA11904.1,P54857
DAA09984.1,Q04299
DAA09395.1,P38634
DAA06854.1,P38856
DAA09057.1,P34248
DAA07298.1,P38298
DAA08025.1,P53157
DAA09820.1,Q03630
DAA10561.1,P53722
DAA07086.1,P38066
DAA09190.1,P36131
DAA10710.1,Q08232
DAA12237.1,Q04172
DAA10163.1,P38429
DAA09368.1,Q12155
DAA10136.1,Q05027
DAA08486.2,P40516
DAA12174.1,Q06683
DAA11812.1,P10849
DAA09784.1,Q03750
DAA11982.1,Q03919
DAA07624.1,P39988
DAA06779.1,P13574
DAA07757.1,P25454
DAA09816.1,Q04545
DAA08997.1,P36004
DAA09702.1,P32432
DAA08070.1,P53188
DAA11579.1,P54791
DAA06955.1,P28005
DAA11954.1,P46944
DAA12327.1,P23643
DAA09136.1,P29703
DAA10951.1,Q08553
DAA07081.1,P38064
DAA11417.1,Q12297
DAA08528.1,P40547
DAA07351.1,P38329
DAA11448.1,Q12139
DAA08680.1,P47019
DAA12367.1,P33751
DAA11126.1,Q08873
DAA07511.1,P25356
DAA10564.1,P53628
DAA08467.1,P40504
DAA12173.1,P49018
DAA12147.1,P47822
DAA08484.1,P21672
DAA10431.1,P30952
DAA11915.1,P32571
DAA10465.1,P53938
DAA12027.1,Q04004
DAA12047.1,Q03466
DAA11136.1,P40353
DAA10473.1,P53942
DAA07149.1,P38070
DAA10838.1,Q08448
DAA07966.1,P53118
DAA08576.1,P25335
DAA10342.1,P40155
DAA09739.1,P57743
DAA07521.1,P25361
DAA07787.1,P40079
DAA09128.1,P36014
DAA09016.1,P36062
DAA08212.1,P53271
DAA06936.2,P39720
DAA08669.1,P47014
DAA09005.1,P36053
DAA09370.1,Q12345
DAA07933.1,P40956
DAA12134.1,Q06629
DAA12413.1,P43570
DAA11264.1,Q12091
DAA10572.1,P32838
DAA11793.1,P50623
DAA08064.1,P53185
DAA09866.1,P06778
DAA07032.1,Q6Q595
DAA10519.1,P47821
DAA07953.1,P53110
DAA11070.1,O14468
DAA10996.1,Q12056
DAA12440.1,P31115
DAA11120.1,Q08831
DAA10236.2,P42835
DAA09724.1,Q06409
DAA09306.1,Q07804
DAA09664.1,Q05924
DAA06911.1,P0C2I4
DAA08357.1,P40325
DAA07151.1,P38222
DAA10865.1,Q12324
DAA07381.1,P38146
DAA10029.1,P40206
DAA10313.1,P53853
DAA07833.1,P06839
DAA11447.1,Q12482
DAA11619.1,Q07788
DAA07675.1,P32569
DAA10429.1,P53923
DAA06656.1,P38738
DAA07102.1,P38208
DAA09266.1,Q12198
DAA08545.1,P40559
DAA10595.1,P53743
DAA10382.1,P53890
DAA07572.1,P25608
DAA07040.2,P38042
DAA10881.1,Q12241
DAA08999.1,P05986
DAA11709.1,Q12142
DAA10587.1,P53738
DAA08839.1,P06779
DAA09905.1,Q03674
DAA09849.1,Q04689
DAA08168.1,Q00723
DAA10304.1,P53849
DAA09956.1,P38993
DAA11006.1,P35843
DAA09313.1,P41800
DAA08151.1,P50276
DAA07803.1,P22134
DAA07000.1,P39548
DAA08489.1,Q00916
DAA12169.1,Q06681
DAA12146.1,Q06644
DAA09667.1,Q12129
DAA12198.1,Q06337
DAA08709.1,P47026
DAA11144.1,Q08909
DAA07773.1,P40071
DAA10545.1,P32910
DAA11779.1,Q07471
DAA08234.1,P33336
DAA09121.1,P36096
DAA07309.1,P13712
DAA09728.1,Q06417
DAA07241.1,P32367
DAA11978.1,Q03900
DAA07563.1,P25656
DAA06732.1,P38772
DAA12461.1,P43601
DAA07362.1,P38332
DAA06672.1,P38746
DAA10946.1,Q12343
DAA07655.1,P40009
DAA10339.1,P40152
DAA08854.1,P47118
DAA12227.1,Q12493
DAA07072.1,P38193
DAA08206.1,P53266
DAA10273.1,P53830
DAA11085.1,P47190
DAA10442.1,P32389
DAA09732.1,Q06671
DAA10167.1,P28239
DAA09004.1,P36005
DAA08012.1,P53010
DAA11712.1,Q12342
DAA08578.1,P21826
DAA06787.1,P38714
DAA08909.1,P47159
DAA08163.1,P53244
DAA09914.1,P53438
DAA07473.1,P25604
DAA11329.1,P15179
DAA10785.1,P25036
DAA07901.1,P53086
DAA07461.1,P25389
DAA10650.1,Q08278
DAA11964.1,Q04602
DAA11609.1,Q06592
DAA12127.1,Q05533
DAA07048.1,P32357
DAA12080.1,Q03780
DAA08684.1,P46955
DAA11209.1,P40350
DAA12141.1,Q06636
DAA11284.1,Q12417
DAA11860.1,Q99359
DAA07761.1,P33296
DAA10488.1,P53949
DAA11337.1,Q02890
DAA07869.1,P53060
DAA06975.2,P31385
DAA06710.1,P38711
DAA06847.1,P38850
DAA10360.2,P53870
DAA09333.1,P43132
DAA11756.1,P43122
DAA07467.1,P25559
DAA10599.1,P50277
DAA06773.1,P32361
DAA08119.1,P53215
DAA11147.1,Q08911
DAA10071.1,P50263
DAA11362.1,Q12051
DAA06968.2,P31386
DAA06727.1,P38770
DAA09398.1,Q12020
DAA10915.1,Q92393
DAA10333.1,P53867
DAA08611.1,P39538
DAA08803.1,P47086
DAA08502.1,P39014
DAA12391.1,P43554
DAA08201.1,P32943
DAA08667.1,Q3E7A3
DAA07808.1,P40090
DAA07174.1,P19735
DAA07212.1,P32830
DAA11955.1,Q04585
DAA09542.1,Q05949
DAA08777.1,P47069
DAA11457.1,Q12311
DAA09071.1,Q00873
DAA12130.1,Q05549
DAA07088.1,P38200
DAA11737.1,Q07549
DAA07331.1,Q01448
DAA09853.1,P39682
DAA07290.1,P38123
DAA09380.1,Q12291
DAA09559.1,Q06549
DAA11253.1,Q08923
DAA08907.1,P47158
DAA10962.1,P32603
DAA11594.1,P20053
DAA07861.1,P53058
DAA07609.1,P32617
DAA07505.1,P25353
DAA07020.1,P38165
DAA12048.1,P39001
DAA07959.1,P53112
DAA09028.2,P35999
DAA07550.1,P25646
DAA07520.1,P23255
DAA07038.1,P38177
DAA10665.1,Q08268
DAA07455.1,P11709
DAA06813.1,P38827
DAA06677.1,P38749
DAA07561.1,P25336
DAA10185.1,P32807
DAA10994.1,Q12015
DAA06666.1,P38700
DAA09639.1,P36027
DAA08923.1,P47170
DAA11325.1,Q02872
DAA06984.1,P39702
DAA07468.1,P25558
DAA09884.1,P49957
DAA80343.1,Q02781
DAA09123.1,P36097
DAA10705.1,Q08236
DAA07982.1,P38633
DAA09985.1,Q04301
DAA06751.1,P38782
DAA12322.1,Q03406
DAA09719.1,Q06696
DAA09493.1,Q06247
DAA09439.1,Q12395
DAA12064.1,Q04925
DAA09904.1,P50105
DAA07921.1,P53096
DAA12290.1,Q04121
DAA08426.1,P40470
DAA10011.1,Q04471
DAA11183.1,Q12060
DAA08139.1,P14681
DAA11452.1,P48016
DAA11786.1,Q07454
DAA10700.1,Q12252
DAA11999.1,P46674
DAA07218.2,P22219
DAA08392.1,P27796
DAA10156.1,P10174
DAA09449.1,Q99271
DAA10714.1,P33895
DAA08670.1,P47015
DAA08245.1,P48239
DAA12236.1,P06844
DAA10715.1,P53685
DAA07702.1,P39955
DAA09754.1,Q06179
DAA08897.1,P47149
DAA08043.2,P53170
DAA10598.1,P53630
DAA07670.1,P40014
DAA07409.2,P38360
DAA09065.1,P23493
DAA09268.1,Q12177
DAA11646.1,Q07629
DAA11524.1,Q06104
DAA10969.1,P32773
DAA07810.1,P40091
DAA11145.1,P05066
DAA06676.1,P38748
DAA10622.1,Q08347
DAA09809.1,Q04511
DAA06750.1,P23285
DAA06849.1,P38852
DAA12486.1,P43615
DAA10521.1,P53970
DAA10475.1,P53507
DAA08249.1,P48240
DAA07713.1,P17064
DAA11983.1,Q03920
DAA09424.1,Q12259
DAA10400.1,P53904
DAA12003.1,Q03772
DAA10579.1,P53733
DAA07893.1,P53077
DAA08159.1,P32914
DAA09901.1,Q03667
DAA10268.1,P41821
DAA09729.1,Q06436
DAA10019.1,Q3E842
DAA07188.1,P38085
DAA06865.1,P38863
DAA09707.2,Q06070
DAA07555.1,P25651
DAA11051.1,Q12481
DAA11987.1,P53379
DAA07382.2,P38342
DAA07341.1,P38321
DAA10727.1,Q12326
DAA11926.1,Q3E7C1
DAA09151.1,P36105
DAA11298.1,Q03020
DAA06660.1,P18888
DAA12325.1,Q03429
DAA12162.1,P69851
DAA07024.1,Q12491
DAA08733.1,P40366
DAA08782.2,P47076
DAA11509.1,Q06835
DAA10106.1,P32874
DAA11837.1,Q12489
DAA06746.1,P0CX81
DAA08074.1,P40356
DAA12300.1,Q03305
DAA10049.1,Q03792
DAA10487.1,P53947
DAA12035.1,P49686
DAA07138.1,P38216
DAA07182.1,P38239
DAA07066.1,P34219
DAA07686.1,P40021
DAA11344.1,Q12224
DAA11463.1,Q3E752
DAA08143.1,P32338
DAA11687.1,Q12476
DAA10062.1,Q03829
DAA07085.1,P38198
DAA09691.1,Q06011
DAA09180.1,P36121
DAA06814.1,P25846
DAA10330.1,P53863
DAA10675.1,P13902
DAA06930.2,P39715
DAA11478.1,Q12004
DAA10788.1,Q12094
DAA08842.1,P46973
DAA10195.1,P36224
DAA09465.1,Q12338
DAA08077.1,P43633
DAA07393.1,P27344
DAA10568.1,P53728
DAA10663.1,P07280
DAA12030.1,Q04007
DAA10522.1,P53971
DAA12343.1,Q04406
DAA09385.1,Q12247
DAA11845.1,Q12158
DAA08300.1,P42939
DAA09024.1,P69852
DAA12192.1,Q06328
DAA10874.1,Q12274
DAA07425.1,P25588
DAA09323.1,Q04673
DAA07443.1,P25572
DAA09369.1,Q12035
DAA09184.1,P36124
DAA10278.1,P53833
DAA09324.1,Q07084
DAA07436.1,P25577
DAA11384.1,Q03071
DAA11957.1,P52892
DAA10297.1,P21951
DAA11443.1,P32601
DAA11479.1,Q99177
DAA09178.1,P36119
DAA08756.1,P32806
DAA09391.1,Q08004
DAA11251.1,O14464
DAA09584.1,Q06152
DAA07541.1,P25334
DAA08982.1,P08432
DAA11403.1,Q12505
DAA11699.1,Q3E829
DAA07122.1,P35172
DAA09539.1,P39520
DAA11894.1,P41815
DAA07957.1,P18898
DAA11893.1,Q04307
DAA10590.1,P53604
DAA07289.1,P38293
DAA12251.1,Q04195
DAA06668.1,P38745
DAA11862.1,Q12248
DAA12414.2,D6VTK4
DAA12210.1,P33301
DAA11921.1,P32345
DAA07645.1,P39953
DAA07042.1,P38180
DAA07606.1,P32613
DAA10704.1,Q08237
DAA08471.1,P40507
DAA08925.1,P47171
DAA10551.1,P33308
DAA10775.1,Q08058
DAA06973.1,P31378
DAA07548.1,P25659
DAA07792.1,P32634
YAL066W_W303,P39710
YAL067C_W303,P39709
YPL179W_W303,P32945
YPL180W_W303,Q08921
YPL181W_W303,Q08923
YPL183C_W303,Q08924
YPL184C_W303,Q08925
YPL186C_W303,Q08926
YPL187W_W303,P01149
YPL188W_W303,Q06892
YPL189W_W303,Q08929
YPL190C_W303,P38996
YPL191C_W303,Q08930
YPL192C_W303,Q08931
YPL193W_W303,Q08932
YPL194W_W303,Q08949
YPL195W_W303,Q08951
YPL196W_W303,Q08952
YPL199C_W303,Q08954
YPL200W_W303,Q08955
YPL201C_W303,Q08956
YPL202C_W303,Q08957
YPL203W_W303,P06245
YPL204W_W303,P29295
YPL205C_W303,Q08958
YPL206C_W303,Q08959
YPL207W_W303,Q08960
YPL208W_W303,Q08961
YPL209C_W303,P38991
YPL210C_W303,P38688
YPL211W_W303,Q08962
YPL212C_W303,Q12211
YPL213W_W303,Q08963
YPL214C_W303,P41835
YPL215W_W303,P21560
YPL216W_W303,Q08964
YPL217C_W303,Q08965
YPL219W_W303,Q08966
YPL221W_W303,Q08967
YPL222W_W303,Q08968
YPL223C_W303,Q08969
YPL224C_W303,Q08970
YPL225W_W303,Q08971
YPL226W_W303,Q08972
YPL227C_W303,P40350
YPL228W_W303,O13297
YPL229W_W303,Q99395
YPL230W_W303,Q12132
YPL231W_W303,P19097
YPL232W_W303,P32867
YPL233W_W303,Q12143
YPL234C_W303,P32842
YPL235W_W303,Q12464
YPL236C_W303,Q12003
YPL237W_W303,P09064
YPL239W_W303,P46683
YGL063W_W303,P53167
YGL064C_W303,P53166
YGL065C_W303,P43636
YGL066W_W303,P53165
YGL067W_W303,P53164
YGL068W_W303,P53163
YGL070C_W303,P27999
YGL071W_W303,P22149
YGL073W_W303,P10961
YGL075C_W303,P53159
YGL077C_W303,P19807
YGL078C_W303,P20447
YGL079W_W303,P53158
YGL080W_W303,P53157
YGL081W_W303,P53156
YGL082W_W303,P53155
YGL083W_W303,P53009
YGL084C_W303,P53154
YGL085W_W303,P53153
YGL086W_W303,P40957
YGL087C_W303,P53152
YGL088W_W303,P53151
YGL089C_W303,P32435
YGL090W_W303,P53150
YGL091C_W303,P52920
YGL092W_W303,P49687
YGL093W_W303,P53148
YGL094C_W303,P53010
YGL095C_W303,P38932
YGL096W_W303,P53147
YGL097W_W303,P21827
YLL025W_W303,Q12370
YLL026W_W303,P31539
YLL027W_W303,Q07821
YLL028W_W303,Q07824
YLL029W_W303,Q07825
YLL030C_W303,Q07829
YLL031C_W303,Q07830
YLL032C_W303,Q07834
YLL033W_W303,Q07843
YLL034C_W303,Q07844
YLL035W_W303,Q07845
YLL036C_W303,P32523
YLL038C_W303,Q07872
YLL039C_W303,P0CG63
YLL040C_W303,Q07878
YLL041C_W303,P21801
YLL042C_W303,Q07879
YLL043W_W303,P23900
YLL045C_W303,P29453
YLL046C_W303,P32385
YLL048C_W303,P32386
YLL049W_W303,Q07887
YLL050C_W303,Q03048
YLL051C_W303,Q12473
YLL052C_W303,P0CD90
YLL054C_W303,Q12244
YLL055W_W303,Q12235
YLL056C_W303,Q12177
YLL057C_W303,Q12358
YLL058W_W303,Q12198
YLL059C_W303,Q12336
YLL060C_W303,Q12390
YLL061W_W303,Q12372
YLL062C_W303,Q12525
YLL063C_W303,Q12226
YKR074W_W303,P36154
YKR075C_W303,P36155
YKR076W_W303,P36156
YKR077W_W303,P36157
YKR078W_W303,P36158
YKR079C_W303,P36159
YKR080W_W303,Q02046
YKR081C_W303,P36160
YKR082W_W303,P36161
YKR083C_W303,P36162
YKR084C_W303,P32769
YKR085C_W303,P22354
YKR086W_W303,P15938
YKR087C_W303,P36163
YKR088C_W303,P36164
YKR089C_W303,P36165
YKR090W_W303,P36166
YKR091W_W303,P36167
YKR092C_W303,P32583
YKR093W_W303,P32901
YKR095W_W303,Q02455
YKR096W_W303,P36168
YKR097W_W303,P10963
YKR098C_W303,P36026
YKR099W_W303,P22035
YKR100C_W303,P36169
YKR101W_W303,P21691
YKR103W_W303,P0CE68
YKR104W_W303,P0CE69
YKR105C_W303,P36172
YOR343C_W303,Q12484
YOR342C_W303,Q12182
YOR341W_W303,P10964
YOR340C_W303,P46669
YOR339C_W303,P52492
YOR338W_W303,Q99326
YOR337W_W303,P47988
YOR336W_W303,P22023
YOR335C_W303,P40825
YOR334W_W303,Q01926
YOR332W_W303,P22203
YOR330C_W303,P15801
YOR329C_W303,P34758
YOR328W_W303,P51533
YOR327C_W303,P33328
YOR326W_W303,P19524
YOR324C_W303,Q99332
YOR323C_W303,P54885
YOR322C_W303,Q12502
YOR321W_W303,P47190
YOR320C_W303,Q12096
YOR319W_W303,Q99181
YOR317W_W303,P30624
YOR316C_W303,P32798
YOR315W_W303,Q12507
YOR314W_W303,Q12506
YOR313C_W303,P09937
YOR311C_W303,Q12382
YOR310C_W303,Q12499
YOR308C_W303,Q12420
YOR307C_W303,P22215
YOR306C_W303,Q08777
YOR305W_W303,Q08774
YOR304W_W303,Q08773
YOR303W_W303,P07258
YOR301W_W303,Q08760
YOR299W_W303,Q08754
YOR298C-A_W303,O14467
YOR298W_W303,Q08750
YOR297C_W303,Q08749
YOR296W_W303,Q08748
YOR295W_W303,Q08747
YOR294W_W303,Q08746
YOR292C_W303,Q08743
YOR291W_W303,Q12697
YOR290C_W303,P22082
YOR289W_W303,Q12012
YOR288C_W303,Q12404
YOR287C_W303,Q12481
YOR286W_W303,Q08742
YOR285W_W303,Q12305
YOR284W_W303,Q12134
YOR283W_W303,Q12040
YOR281C_W303,Q12017
YOR280C_W303,Q99369
YOR279C_W303,Q12192
YOR278W_W303,P06174
YOR276W_W303,P12962
YOR275C_W303,Q12033
YOR274W_W303,P07884
YOR273C_W303,Q12256
YOR272W_W303,Q12024
YOR271C_W303,Q12029
YOR270C_W303,P32563
YOR269W_W303,P39946
YOR268C_W303,Q08734
YOR267C_W303,Q08732
YOR266W_W303,P38969
YOR265W_W303,P48606
YOR264W_W303,Q08729
YOR262W_W303,Q08726
YOR261C_W303,Q08723
YOR260W_W303,P09032
YOR259C_W303,P53549
YOR258W_W303,Q08702
YOR257W_W303,P06704
YOR256C_W303,Q08693
YOR255W_W303,Q08692
YOR254C_W303,P14906
YOR253W_W303,Q08689
YOR252W_W303,Q08687
YOR251C_W303,Q08686
YOR250C_W303,Q08685
YOR249C_W303,Q08683
YOR247W_W303,Q08673
YOR246C_W303,Q08651
YOR245C_W303,Q08650
YOR244W_W303,Q08649
YOR243C_W303,Q08647
YOR242C_W303,Q08646
YOR241W_W303,Q08645
YOR238W_W303,Q08634
YOR237W_W303,P35843
YOR236W_W303,P07807
YOR235W_W303,Q08630
YOR234C_W303,P41056
YOR233W_W303,Q01919
YOR232W_W303,P38523
YOR231W_W303,P32490
YOR230W_W303,Q12363
YOR229W_W303,Q12206
YOR228C_W303,Q12106
YOR227W_W303,Q12276
YOR226C_W303,Q12056
YOR224C_W303,P20436
YOR223W_W303,Q12015
YOR222W_W303,Q99297
YOR221C_W303,Q12283
YOR220W_W303,Q12044
YOR219C_W303,P33894
YOR217W_W303,P38630
YOR216C_W303,Q12234
YOR215C_W303,Q12032
YOR214C_W303,Q12282
YOR213C_W303,Q99314
YOR212W_W303,P18851
YOR211C_W303,P32266
YOR209C_W303,P39683
YOR208W_W303,P29461
YOR207C_W303,P22276
YOR206W_W303,P39744
YOR205C_W303,Q08622
YOR204W_W303,P06634
YOR201C_W303,P25270
YOR198C_W303,P38934
YOR197W_W303,Q08601
YOR196C_W303,P32875
YOR195W_W303,Q08581
YOR194C_W303,P32773
YOR193W_W303,Q08580
YPR138C_W303,P53390
YPR139C_W303,Q06508
YPR140W_W303,Q06510
YPR141C_W303,P17119
YPR143W_W303,Q06511
YPR144C_W303,Q06512
YCR017C_W303,P25618
YCR016W_W303,P25617
YCR015C_W303,P25616
YCR014C_W303,P25615
YCR012W_W303,P00560
YCR011C_W303,P25371
YCR010C_W303,P25613
YCR009C_W303,P25343
YCR008W_W303,P25333
YCR007C_W303,P25354
YCR006C_W303,P25350
YCR005C_W303,P08679
YCR004C_W303,P25349
YCR003W_W303,P25348
YCR002C_W303,P25342
YCR001W_W303,P25347
YCL001W-A_W303,P87012
YCL001W_W303,P25560
YCL002C_W303,P25565
YCL004W_W303,P25578
YCL005W_W303,P25587
YCL008C_W303,P25604
YCL009C_W303,P25605
YCL010C_W303,P25554
YCL011C_W303,P25555
YCL012C_W303,Q8J0M4
YCL014W_W303,P25558
YCL016C_W303,P25559
YCL017C_W303,P25374
YNL018C_W303,P53976
YNL017C_W303,P53977
YNL016W_W303,P32588
YNL014W_W303,P53978
YNL011C_W303,P53980
YNL010W_W303,P53981
YNL009W_W303,P53982
YNL008C_W303,P53983
YNL007C_W303,P25294
YNL006W_W303,P41318
YNL005C_W303,P12687
YNL004W_W303,P38922
YNL003C_W303,P38921
YNL002C_W303,P40693
YNL001W_W303,P33309
YNR001C_W303,P00890
YCR039C_W303,P0CY08
YJL112W_W303,P47025
YJL111W_W303,P42943
YJL110C_W303,P42944
YJL109C_W303,P42945
YJL108C_W303,P42946
YJL107C_W303,P42947
YJL106W_W303,P32581
YJL105W_W303,P42948
YJL104W_W303,P42949
YJL103C_W303,P42950
YJL102W_W303,P39677
YJL101C_W303,P32477
YJL100W_W303,P42951
YJL099W_W303,P40955
YJL098W_W303,P40856
YJL097W_W303,P40857
YJL096W_W303,P40858
YJL095W_W303,Q01389
YJL094C_W303,P40309
YJL093C_W303,P40310
YJL092W_W303,P12954
YJL091C_W303,P47026
YJL090C_W303,P47027
YJL089W_W303,P46954
YJL088W_W303,P05150
YJL087C_W303,P09880
YJL085W_W303,P19658
YJL084C_W303,P47029
YJL083W_W303,P47030
YJL082W_W303,P47031
YJL081C_W303,P80428
YJL080C_W303,P06105
YJL079C_W303,P47032
YJL078C_W303,P47033
YJL077C_W303,P47034
YJL076W_W303,P47035
YJL074C_W303,P47037
YJL073W_W303,P40358
YJL072C_W303,P40359
YJL071W_W303,P40360
YJL070C_W303,P40361
YJL069C_W303,P40362
YJL068C_W303,P40363
YJL066C_W303,P40364
YJL065C_W303,P40366
YJL063C_W303,P22353
YJL062W_W303,P40367
YJL061W_W303,P40368
YJL060W_W303,P47039
YJL059W_W303,P47040
YJL058C_W303,P47041
YJL057C_W303,P47042
YJL056C_W303,P47043
YJL055W_W303,P47044
YJL054W_W303,P47045
YJL053W_W303,P40335
YJL051W_W303,P47046
YJL050W_W303,P47047
YJL049W_W303,P47048
YJL048C_W303,P47049
YJL047C_W303,P47050
YJL046W_W303,P47051
YIL088C_W303,P40501
YIL087C_W303,P40502
YIL086C_W303,P40503
YIL085C_W303,P40504
YIL084C_W303,P40505
YIL083C_W303,P40506
YBR031W_W303,P10664
YBR032W_W303,P38223
YBR033W_W303,P38073
YBR034C_W303,P38074
YBR035C_W303,P38075
YBR036C_W303,P35206
YBR037C_W303,P23833
YBR038W_W303,P14180
YBR039W_W303,P38077
YBR040W_W303,P38224
YBR041W_W303,P38225
YBR042C_W303,P38226
YBR043C_W303,P38227
YBR044C_W303,P38228
YBR045C_W303,P38229
YBR046C_W303,P38230
YBR047W_W303,P38231
YBR048W_W303,P0CX48
YBR049C_W303,P21538
YBR050C_W303,P38232
YBR052C_W303,P38234
YBR053C_W303,P38235
YBR054W_W303,P38079
YBR055C_W303,P19735
YBR056W_W303,P38081
YBR057C_W303,P38236
YOL155C_W303,Q05164
YOL154W_W303,Q12512
YOL152W_W303,Q12333
YOL151W_W303,Q12068
YOL149W_W303,Q12517
YOL148C_W303,P50875
YOL147C_W303,Q12462
YOL146W_W303,Q12146
YOL145C_W303,P89105
YOL144W_W303,Q08287
YOL143C_W303,P50861
YOL142W_W303,Q08285
YOL141W_W303,Q08282
YOL140W_W303,P18544
YOL139C_W303,P07260
YOL138C_W303,Q08281
YOL137W_W303,Q08280
YOL136C_W303,Q12471
YOL135C_W303,Q08278
YOL133W_W303,Q08273
YOL132W_W303,Q08271
YOL131W_W303,Q08270
YOL130W_W303,Q08269
YOL129W_W303,Q12016
YOL128C_W303,Q12222
YOL127W_W303,P04456
YOL126C_W303,P22133
YOL125W_W303,Q12383
YOL124C_W303,Q12463
YOL123W_W303,Q99383
YOL122C_W303,P38925
YOL119C_W303,Q08268
YOL118C_W303,Q08259
YOL117W_W303,Q12348
YOL116W_W303,P22148
YOL115W_W303,P53632
YOL114C_W303,Q12322
YOL113W_W303,Q12469
YOL112W_W303,Q12317
YOL111C_W303,Q12285
YOL110W_W303,P41912
YOL109W_W303,Q08245
YOL108C_W303,P13902
YOL107W_W303,Q12239
YOL105C_W303,Q12215
YOL104C_W303,Q12366
YHR144C_W303,P06773
YHR143W_W303,P38844
YHR142W_W303,P38843
YHR140W_W303,P38842
YHR139C-A_W303,O13536
YHR139C_W303,P13130
YHR138C_W303,P38841
YHR137W_W303,P38840
YHR136C_W303,P38839
YHR134W_W303,P38838
YHR133C_W303,P38837
YHR132W-A_W303,Q9P305
YHR132C_W303,P38836
YHR131C_W303,P38835
YHR130C_W303,P38834
YHR129C_W303,P38696
YHR128W_W303,P18562
YHR127W_W303,P38833
YHR126C_W303,P38832
YHR125W_W303,P38831
YHR124W_W303,P38830
YHR122W_W303,P38829
YHR121W_W303,P38828
YHR120W_W303,P25846
YHR119W_W303,P38827
YHR118C_W303,P38826
YHR117W_W303,P38825
YHR116W_W303,P38824
YHR115C_W303,P38823
YHR114W_W303,P38822
YHR113W_W303,P38821
YHR112C_W303,P38716
YHR111W_W303,P38820
YHR110W_W303,P38819
YHR109W_W303,P38818
YHR108W_W303,P38817
YHR107C_W303,P32468
YHR106W_W303,P38816
YHR105W_W303,P38815
YHR104W_W303,P38715
YHR103W_W303,P38814
YHR102W_W303,P38692
YHR101C_W303,P38813
YHR100C_W303,P38812
YHR099W_W303,P38811
YHR098C_W303,P38810
YHR097C_W303,P38809
YHR096C_W303,P38695
YHR094C_W303,P32465
YHR093W_W303,P29589
YMR272C_W303,Q03529
YMR273C_W303,P50111
YMR274C_W303,Q03530
YMR275C_W303,P48524
YMR276W_W303,P48510
YMR277W_W303,Q03254
YMR278W_W303,Q03262
YMR279C_W303,Q03263
YMR280C_W303,P39113
YMR281W_W303,P23797
YMR282C_W303,P22136
YMR283C_W303,P23796
YMR284W_W303,P32807
YMR285C_W303,Q03264
YMR287C_W303,P39112
YMR288W_W303,P49955
YMR289W_W303,Q03266
YMR290C_W303,Q03532
YMR291W_W303,Q03533
YMR292W_W303,Q03554
YMR293C_W303,Q03557
YMR294W_W303,P36224
YMR295C_W303,Q03559
YMR296C_W303,P25045
YMR297W_W303,P00729
YMR298W_W303,Q03579
YMR299C_W303,Q04949
YMR300C_W303,P04046
YMR301C_W303,P40416
YMR302C_W303,P32843
YMR303C_W303,P00331
YMR304W_W303,P50101
YMR305C_W303,Q04951
YMR306W_W303,Q04952
YMR307W_W303,P22146
YMR308C_W303,P32337
YMR309C_W303,P32497
YMR310C_W303,Q04867
YMR311C_W303,P41818
YMR312W_W303,Q04868
YMR313C_W303,P40308
YMR314W_W303,P40302
YMR315W_W303,Q04869
YMR316W_W303,P54005
YMR316C-B_W303,A0A023PXQ9
YJL115W_W303,P32447
YJL116C_W303,P46955
YJL117W_W303,P46956
YJL118W_W303,P47022
YJL121C_W303,P46969
YJL122W_W303,P47019
YJL123C_W303,P47018
YJL124C_W303,P47017
YJL125C_W303,P46959
YJL126W_W303,P47016
YJL127C_W303,P35208
YJL128C_W303,P08018
YJL129C_W303,P12685
YJL130C_W303,P07259
YJL131C_W303,P47015
YJL132W_W303,P47014
YJL133W_W303,P10566
YJL134W_W303,P47013
YJL136C_W303,Q3E754
YJL137C_W303,P47011
YCR106W_W303,P25611
YDR341C_W303,Q05506
YDR449C_W303,Q02354
YDR448W_W303,Q02336
YDR446W_W303,Q04110
YOL165C_W303,Q08361
YCR096C_W303,P0CY13
YCR095C_W303,P25366
YCR094W_W303,P25656
YCR093W_W303,P25655
YCR092C_W303,P25336
YCR091W_W303,P25341
YCR090C_W303,P25654
YCR088W_W303,P15891
YCR087C-A_W303,P37263
YCR086W_W303,P25651
YCR085W_W303,P25650
YCR084C_W303,P16649
YCR083W_W303,P25372
YCR082W_W303,P25649
YCR081W_W303,P25648
YCR079W_W303,P25646
YCR077C_W303,P25644
YCR076C_W303,P25659
YCR075C_W303,P17261
YCR073W-A_W303,P37262
YCR073C_W303,P25390
YCR072C_W303,P25382
YCR071C_W303,P25642
YCR069W_W303,P25334
YCR068W_W303,P25641
YCR067C_W303,P25365
YCR066W_W303,P10862
YCR065W_W303,P25364
YCR063W_W303,P25337
YCR061W_W303,P25639
YCR060W_W303,P25638
YCR059C_W303,P25637
YCR057C_W303,P25635
YCR054C_W303,P25355
YCR053W_W303,P16120
YCR052W_W303,P25632
YCR051W_W303,P25631
YCR048W_W303,P25628
YCR047C_W303,P25627
YCR046C_W303,P25626
YCR045C_W303,P25381
YCR044C_W303,P25625
